timestamp,open,high,low,close,volume
2025-11-05 10:01:00,156.96,156.99,156.52,156.7,2161.084
2025-11-05 10:02:00,156.7,157.05,156.57,156.81,3983.297
2025-11-05 10:03:00,156.81,156.86,156.62,156.84,3952.492
2025-11-05 10:04:00,156.85,156.89,156.58,156.68,3049.408
2025-11-05 10:05:00,156.68,156.78,156.52,156.67,1144.932
2025-11-05 10:06:00,156.67,156.73,156.4,156.51,1329.499
2025-11-05 10:07:00,156.51,156.75,156.33,156.74,1810.945
2025-11-05 10:08:00,156.74,156.92,156.49,156.5,981.514
2025-11-05 10:09:00,156.51,156.62,156.29,156.51,1929.055
2025-11-05 10:10:00,156.51,156.52,156.32,156.34,1051.976
2025-11-05 10:11:00,156.33,156.33,156.19,156.28,1252.316
2025-11-05 10:12:00,156.28,156.45,156.27,156.37,528.178
2025-11-05 10:13:00,156.37,156.37,156.04,156.05,1306.95
2025-11-05 10:14:00,156.05,156.35,156.05,156.28,1060.79
2025-11-05 10:15:00,156.28,156.33,156.12,156.15,909.277
2025-11-05 10:16:00,156.15,156.2,155.98,156.19,1312.405
2025-11-05 10:17:00,156.18,156.38,156.18,156.32,768.717
2025-11-05 10:18:00,156.33,156.47,156.09,156.17,5031.826
2025-11-05 10:19:00,156.17,156.35,156.02,156.07,562.331
2025-11-05 10:20:00,156.08,156.08,155.66,155.79,2821.245
2025-11-05 10:21:00,155.79,156.12,155.76,156.02,1199.001
2025-11-05 10:22:00,156.03,156.06,155.8,155.86,1007.624
2025-11-05 10:23:00,155.86,156.26,155.86,156.15,903.427
2025-11-05 10:24:00,156.15,156.34,156.13,156.19,1246.062
2025-11-05 10:25:00,156.19,156.25,155.98,156.14,850.4
2025-11-05 10:26:00,156.14,156.17,155.94,156.05,1807.366
2025-11-05 10:27:00,156.06,156.27,156.06,156.17,1130.283
2025-11-05 10:28:00,156.17,156.21,156.03,156.12,475.551
2025-11-05 10:29:00,156.11,156.26,156.08,156.25,754.308
2025-11-05 10:30:00,156.25,156.37,156.13,156.37,1534.894
2025-11-05 10:31:00,156.37,156.5,156.28,156.28,839.372
2025-11-05 10:32:00,156.29,156.29,156.08,156.23,1805.428
2025-11-05 10:33:00,156.22,156.23,156.04,156.22,4801.775
2025-11-05 10:34:00,156.23,156.44,156.05,156.1,946.178
2025-11-05 10:35:00,156.1,156.11,155.98,156.06,2712.799
2025-11-05 10:36:00,156.05,156.09,155.78,156.02,718.194
2025-11-05 10:37:00,156.02,156.27,155.96,156.12,1143.766
2025-11-05 10:38:00,156.12,156.16,155.54,155.55,2862.215
2025-11-05 10:39:00,155.55,155.6,155.37,155.6,3617.714
2025-11-05 10:40:00,155.6,155.76,155.55,155.56,1326.916
2025-11-05 10:41:00,155.56,155.6,155.49,155.6,413.925
2025-11-05 10:42:00,155.59,155.66,155.38,155.57,849.143
2025-11-05 10:43:00,155.58,155.72,155.57,155.64,1822.197
2025-11-05 10:44:00,155.65,155.73,155.56,155.6,853.814
2025-11-05 10:45:00,155.6,155.68,155.24,155.28,2708.84
2025-11-05 10:46:00,155.27,155.28,155.0,155.11,2037.143
2025-11-05 10:47:00,155.1,155.25,155.09,155.17,730.276
2025-11-05 10:48:00,155.16,155.16,154.98,154.98,1158.053
2025-11-05 10:49:00,154.98,155.07,154.86,155.05,1323.607
2025-11-05 10:50:00,155.04,155.04,154.81,154.94,2174.538
2025-11-05 10:51:00,154.93,155.08,154.9,155.05,1093.219
2025-11-05 10:52:00,155.04,155.06,154.87,154.87,1127.006
2025-11-05 10:53:00,154.87,155.08,154.87,155.01,1020.646
2025-11-05 10:54:00,155.01,155.02,154.69,154.76,1379.439
2025-11-05 10:55:00,154.76,155.0,154.76,154.89,933.293
2025-11-05 10:56:00,154.89,154.99,154.85,154.87,1173.181
2025-11-05 10:57:00,154.87,155.03,154.86,155.01,1319.103
2025-11-05 10:58:00,155.01,155.11,154.98,155.0,1365.483
2025-11-05 10:59:00,155.01,155.01,154.8,154.86,1070.869
2025-11-05 11:00:00,154.87,155.13,154.87,155.08,1327.67
2025-11-05 11:01:00,155.09,155.27,154.98,155.23,939.421
2025-11-05 11:02:00,155.23,155.28,155.09,155.21,1174.197
2025-11-05 11:03:00,155.22,155.52,155.21,155.47,1004.108
2025-11-05 11:04:00,155.46,155.47,155.37,155.42,1474.508
2025-11-05 11:05:00,155.43,155.61,155.43,155.54,667.346
2025-11-05 11:06:00,155.54,155.89,155.53,155.87,1874.645
2025-11-05 11:07:00,155.86,155.86,155.63,155.69,2503.786
2025-11-05 11:08:00,155.7,155.7,155.54,155.62,1679.767
2025-11-05 11:09:00,155.62,155.64,155.46,155.61,1248.646
2025-11-05 11:10:00,155.61,155.65,155.33,155.65,993.369
2025-11-05 11:11:00,155.65,155.87,155.64,155.74,857.54
2025-11-05 11:12:00,155.74,155.83,155.74,155.82,898.377
2025-11-05 11:13:00,155.81,156.21,155.72,156.12,3593.182
2025-11-05 11:14:00,156.12,156.23,155.92,155.93,2644.883
2025-11-05 11:15:00,155.92,156.28,155.9,156.22,2230.459
2025-11-05 11:16:00,156.23,156.88,156.23,156.67,5269.903
2025-11-05 11:17:00,156.66,156.78,156.4,156.41,3337.764
2025-11-05 11:18:00,156.42,156.59,156.42,156.55,1699.192
2025-11-05 11:19:00,156.55,156.58,156.19,156.2,1185.042
2025-11-05 11:20:00,156.2,156.49,156.2,156.46,642.687
2025-11-05 11:21:00,156.45,156.46,156.29,156.45,1010.647
2025-11-05 11:22:00,156.44,156.63,156.39,156.6,1234.68
2025-11-05 11:23:00,156.61,156.65,156.46,156.49,620.703
2025-11-05 11:24:00,156.49,156.79,156.49,156.76,913.835
2025-11-05 11:25:00,156.77,157.05,156.74,156.74,3385.718
2025-11-05 11:26:00,156.74,156.75,156.46,156.56,894.503
2025-11-05 11:27:00,156.56,156.56,156.33,156.4,482.108
2025-11-05 11:28:00,156.4,156.47,156.34,156.47,825.12
2025-11-05 11:29:00,156.47,156.47,156.41,156.45,439.296
2025-11-05 11:30:00,156.45,156.72,156.44,156.71,935.255
2025-11-05 11:31:00,156.7,156.7,156.47,156.7,4075.384
2025-11-05 11:32:00,156.69,156.69,156.54,156.64,740.007
2025-11-05 11:33:00,156.65,156.65,156.37,156.42,1245.957
2025-11-05 11:34:00,156.43,156.73,156.42,156.73,1244.777
2025-11-05 11:35:00,156.73,156.95,156.73,156.95,1002.941
2025-11-05 11:36:00,156.94,157.09,156.86,157.06,881.974
2025-11-05 11:37:00,157.07,157.16,156.9,156.94,2361.122
2025-11-05 11:38:00,156.93,157.0,156.83,156.93,1704.234
2025-11-05 11:39:00,156.93,157.12,156.93,157.11,5484.434
2025-11-05 11:40:00,157.11,157.22,157.04,157.22,1057.369
2025-11-05 11:41:00,157.22,157.27,156.96,157.01,1078.885
2025-11-05 11:42:00,157.01,157.03,156.81,156.85,1099.801
2025-11-05 11:43:00,156.86,157.11,156.86,157.11,3081.493
2025-11-05 11:44:00,157.12,157.24,156.92,156.92,988.04
2025-11-05 11:45:00,156.92,156.97,156.86,156.91,860.701
2025-11-05 11:46:00,156.92,157.02,156.8,156.89,542.264
2025-11-05 11:47:00,156.9,157.07,156.9,157.03,550.193
2025-11-05 11:48:00,157.04,157.35,156.92,157.05,4166.906
2025-11-05 11:49:00,157.05,157.34,157.05,157.32,1343.205
2025-11-05 11:50:00,157.31,157.58,157.27,157.57,6782.879
2025-11-05 11:51:00,157.57,157.63,157.39,157.54,2380.167
2025-11-05 11:52:00,157.53,157.54,157.36,157.47,2917.41
2025-11-05 11:53:00,157.46,157.63,157.45,157.49,1447.355
2025-11-05 11:54:00,157.49,157.51,157.28,157.31,919.149
2025-11-05 11:55:00,157.31,157.54,157.3,157.43,1667.444
2025-11-05 11:56:00,157.43,157.47,157.3,157.44,1456.565
2025-11-05 11:57:00,157.44,157.54,157.33,157.39,972.4
2025-11-05 11:58:00,157.39,157.42,157.24,157.29,833.32
2025-11-05 11:59:00,157.29,157.51,157.28,157.48,1498.138
2025-11-05 12:00:00,157.48,157.48,157.3,157.3,1317.921
2025-11-05 12:01:00,157.3,157.5,157.25,157.45,1085.91
2025-11-05 12:02:00,157.44,157.72,157.41,157.59,3040.363
2025-11-05 12:03:00,157.6,157.6,157.43,157.49,980.796
2025-11-05 12:04:00,157.49,157.54,157.08,157.13,5615.978
2025-11-05 12:05:00,157.13,157.27,157.02,157.02,4021.397
2025-11-05 12:06:00,157.03,157.09,156.78,156.83,4036.441
2025-11-05 12:07:00,156.84,157.08,156.83,157.08,1462.185
2025-11-05 12:08:00,157.08,157.14,157.0,157.05,2380.106
2025-11-05 12:09:00,157.06,157.06,156.77,157.03,1127.85
2025-11-05 12:10:00,157.04,157.12,156.91,157.05,5839.065
2025-11-05 12:11:00,157.06,157.06,156.88,157.04,3061.094
2025-11-05 12:12:00,157.04,157.19,156.93,157.19,900.089
2025-11-05 12:13:00,157.19,157.36,157.16,157.3,1061.149
2025-11-05 12:14:00,157.3,157.3,157.14,157.15,1202.806
2025-11-05 12:15:00,157.15,157.17,157.05,157.12,1410.925
2025-11-05 12:16:00,157.13,157.44,157.13,157.44,1068.597
2025-11-05 12:17:00,157.44,157.46,157.31,157.43,2932.07
2025-11-05 12:18:00,157.44,157.76,157.43,157.62,6318.558
2025-11-05 12:19:00,157.61,157.82,157.53,157.77,3357.281
2025-11-05 12:20:00,157.77,157.9,157.72,157.9,3587.894
2025-11-05 12:21:00,157.9,158.07,157.79,157.94,4379.052
2025-11-05 12:22:00,157.94,158.05,157.82,158.0,3533.203
2025-11-05 12:23:00,158.01,158.01,157.83,157.97,1668.948
2025-11-05 12:24:00,157.98,157.98,157.8,157.88,2777.215
2025-11-05 12:25:00,157.89,158.47,157.87,158.41,6616.835
2025-11-05 12:26:00,158.41,158.77,158.33,158.34,8198.284
2025-11-05 12:27:00,158.33,158.33,158.03,158.14,2767.992
2025-11-05 12:28:00,158.14,158.4,158.1,158.33,3141.839
2025-11-05 12:29:00,158.33,158.63,158.2,158.55,2800.177
2025-11-05 12:30:00,158.54,158.54,157.9,158.11,4358.264
2025-11-05 12:31:00,158.11,158.3,157.85,157.94,3681.587
2025-11-05 12:32:00,157.95,157.98,157.82,157.89,2366.113
2025-11-05 12:33:00,157.89,158.2,157.88,158.11,2750.824
2025-11-05 12:34:00,158.11,158.11,157.8,157.93,2431.857
2025-11-05 12:35:00,157.94,158.12,157.88,157.98,1733.951
2025-11-05 12:36:00,157.98,158.21,157.98,158.13,1327.104
2025-11-05 12:37:00,158.14,158.44,158.11,158.35,1437.592
2025-11-05 12:38:00,158.35,158.35,158.07,158.07,4650.052
2025-11-05 12:39:00,158.06,158.18,157.92,158.01,4271.923
2025-11-05 12:40:00,158.01,158.34,158.01,158.28,1571.521
2025-11-05 12:41:00,158.28,158.29,158.11,158.23,1705.939
2025-11-05 12:42:00,158.23,158.28,158.15,158.26,1304.918
2025-11-05 12:43:00,158.26,158.5,158.21,158.48,2867.885
2025-11-05 12:44:00,158.47,158.47,158.3,158.36,1511.895
2025-11-05 12:45:00,158.35,158.36,157.85,157.91,2345.565
2025-11-05 12:46:00,157.91,157.93,157.73,157.87,2067.079
2025-11-05 12:47:00,157.86,157.9,157.74,157.89,1318.408
2025-11-05 12:48:00,157.89,158.09,157.84,158.03,2570.767
2025-11-05 12:49:00,158.03,158.07,157.95,157.95,789.393
2025-11-05 12:50:00,157.95,158.08,157.84,158.0,1584.596
2025-11-05 12:51:00,158.0,158.04,157.94,157.97,1162.788
2025-11-05 12:52:00,157.96,157.98,157.6,157.73,3115.518
2025-11-05 12:53:00,157.72,158.0,157.64,157.93,2211.135
2025-11-05 12:54:00,157.92,157.97,157.74,157.85,874.976
2025-11-05 12:55:00,157.85,158.01,157.8,158.01,881.151
2025-11-05 12:56:00,158.01,158.2,157.95,158.17,1020.898
2025-11-05 12:57:00,158.18,158.37,158.12,158.31,2680.168
2025-11-05 12:58:00,158.31,158.31,158.19,158.23,675.632
2025-11-05 12:59:00,158.24,158.3,158.21,158.3,574.057
2025-11-05 13:00:00,158.29,158.37,158.15,158.36,1700.494
2025-11-05 13:01:00,158.37,158.53,158.32,158.5,1213.576
2025-11-05 13:02:00,158.51,158.69,158.43,158.58,2779.494
2025-11-05 13:03:00,158.59,158.77,158.58,158.65,4409.949
2025-11-05 13:04:00,158.65,158.65,158.44,158.51,4557.001
2025-11-05 13:05:00,158.51,158.51,158.09,158.21,6440.975
2025-11-05 13:06:00,158.22,158.29,157.95,158.08,1532.796
2025-11-05 13:07:00,158.08,158.17,158.02,158.03,1329.676
2025-11-05 13:08:00,158.02,158.17,157.97,158.01,1639.159
2025-11-05 13:09:00,158.01,158.14,157.99,158.13,1478.183
2025-11-05 13:10:00,158.12,158.13,157.85,157.85,1198.087
2025-11-05 13:11:00,157.86,157.97,157.85,157.91,919.316
2025-11-05 13:12:00,157.91,157.98,157.88,157.92,613.743
2025-11-05 13:13:00,157.92,157.96,157.85,157.91,1026.235
2025-11-05 13:14:00,157.91,157.96,157.87,157.96,1956.588
2025-11-05 13:15:00,157.96,157.96,157.72,157.83,1821.902
2025-11-05 13:16:00,157.83,157.97,157.6,157.89,4935.25
2025-11-05 13:17:00,157.88,157.88,157.66,157.75,1816.041
2025-11-05 13:18:00,157.74,157.9,157.64,157.7,1720.971
2025-11-05 13:19:00,157.7,157.86,157.68,157.73,2248.352
2025-11-05 13:20:00,157.73,157.88,157.72,157.82,1769.493
2025-11-05 13:21:00,157.82,157.99,157.69,157.82,1527.25
2025-11-05 13:22:00,157.82,158.24,157.82,158.21,1984.5
2025-11-05 13:23:00,158.21,158.31,158.19,158.22,1325.021
2025-11-05 13:24:00,158.21,158.25,158.15,158.16,1025.2
2025-11-05 13:25:00,158.16,158.27,158.14,158.23,861.458
2025-11-05 13:26:00,158.22,158.22,158.06,158.11,3014.508
2025-11-05 13:27:00,158.11,158.44,158.11,158.38,2197.151
2025-11-05 13:28:00,158.37,158.48,158.37,158.45,4060.224
2025-11-05 13:29:00,158.45,158.55,158.36,158.37,4033.359
2025-11-05 13:30:00,158.36,158.55,158.24,158.5,1827.485
2025-11-05 13:31:00,158.5,158.57,158.42,158.52,1540.28
2025-11-05 13:32:00,158.52,158.58,158.32,158.35,862.044
2025-11-05 13:33:00,158.35,158.55,158.16,158.5,1982.698
2025-11-05 13:34:00,158.5,158.51,158.19,158.28,1404.015
2025-11-05 13:35:00,158.29,158.37,158.15,158.36,1189.29
2025-11-05 13:36:00,158.36,158.41,158.27,158.28,1934.832
2025-11-05 13:37:00,158.28,158.39,158.2,158.35,2678.133
2025-11-05 13:38:00,158.36,158.85,158.36,158.85,4914.668
2025-11-05 13:39:00,158.84,158.89,158.64,158.79,2944.894
2025-11-05 13:40:00,158.79,158.88,158.68,158.83,2094.569
2025-11-05 13:41:00,158.83,159.05,158.74,159.03,3931.593
2025-11-05 13:42:00,159.03,159.27,158.92,159.24,6816.115
2025-11-05 13:43:00,159.25,159.54,159.15,159.21,7521.788
2025-11-05 13:44:00,159.22,159.48,159.16,159.21,5165.327
2025-11-05 13:45:00,159.22,159.26,159.02,159.22,3265.102
2025-11-05 13:46:00,159.21,159.32,159.03,159.29,4869.433
2025-11-05 13:47:00,159.29,159.44,159.18,159.42,2942.991
2025-11-05 13:48:00,159.41,159.83,159.3,159.74,8560.394
2025-11-05 13:49:00,159.74,159.74,159.45,159.64,7497.339
2025-11-05 13:50:00,159.64,159.75,159.5,159.72,6649.062
2025-11-05 13:51:00,159.72,159.77,159.53,159.77,5415.358
2025-11-05 13:52:00,159.76,159.82,159.53,159.6,4298.519
2025-11-05 13:53:00,159.6,159.66,159.46,159.63,4698.46
2025-11-05 13:54:00,159.63,159.93,159.51,159.87,4936.189
2025-11-05 13:55:00,159.86,159.86,159.48,159.48,6002.751
2025-11-05 13:56:00,159.49,159.59,159.04,159.14,8159.521
2025-11-05 13:57:00,159.14,159.17,158.94,159.17,5146.115
2025-11-05 13:58:00,159.17,159.46,159.15,159.44,4407.536
2025-11-05 13:59:00,159.44,159.51,159.3,159.45,5784.883
2025-11-05 14:00:00,159.44,159.53,159.01,159.24,5485.945
2025-11-05 14:01:00,159.24,159.55,159.1,159.54,1770.245
2025-11-05 14:02:00,159.54,159.59,159.41,159.5,2286.858
2025-11-05 14:03:00,159.51,159.51,159.35,159.37,2043.076
2025-11-05 14:04:00,159.37,159.37,159.21,159.33,3025.002
2025-11-05 14:05:00,159.32,159.65,159.25,159.4,5581.558
2025-11-05 14:06:00,159.4,159.4,159.16,159.35,3279.311
2025-11-05 14:07:00,159.35,159.35,159.16,159.16,1465.565
2025-11-05 14:08:00,159.16,159.17,158.94,159.01,3615.446
2025-11-05 14:09:00,159.0,159.06,158.92,158.94,2457.527
2025-11-05 14:10:00,158.93,158.99,158.77,158.78,1859.273
2025-11-05 14:11:00,158.79,158.99,158.78,158.95,1760.375
2025-11-05 14:12:00,158.95,158.97,158.71,158.78,1131.792
2025-11-05 14:13:00,158.78,158.83,158.73,158.8,1489.543
2025-11-05 14:14:00,158.8,158.88,158.5,158.61,4298.311
2025-11-05 14:15:00,158.61,158.61,158.28,158.57,6247.725
2025-11-05 14:16:00,158.57,158.68,158.44,158.51,2676.009
2025-11-05 14:17:00,158.51,158.65,158.42,158.57,3597.196
2025-11-05 14:18:00,158.56,158.59,158.32,158.37,1890.932
2025-11-05 14:19:00,158.37,158.6,158.32,158.6,1197.296
2025-11-05 14:20:00,158.59,158.76,158.57,158.59,1158.043
2025-11-05 14:21:00,158.59,158.59,158.35,158.52,2753.942
2025-11-05 14:22:00,158.51,158.58,158.4,158.41,2056.369
2025-11-05 14:23:00,158.4,158.44,158.27,158.34,1738.483
2025-11-05 14:24:00,158.34,158.34,157.96,158.14,6154.931
2025-11-05 14:25:00,158.15,158.18,157.94,157.94,1847.439
2025-11-05 14:26:00,157.93,157.99,157.84,157.93,4674.88
2025-11-05 14:27:00,157.94,158.17,157.85,157.86,5241.403
2025-11-05 14:28:00,157.85,157.98,157.8,157.9,1724.619
2025-11-05 14:29:00,157.9,158.0,157.82,157.82,1353.056
2025-11-05 14:30:00,157.82,158.21,157.64,158.08,6229.539
2025-11-05 14:31:00,158.08,158.12,157.45,157.61,3390.245
2025-11-05 14:32:00,157.6,157.74,157.38,157.66,8386.415
2025-11-05 14:33:00,157.66,157.85,157.33,157.59,4759.528
2025-11-05 14:34:00,157.59,157.74,157.08,157.08,5457.515
2025-11-05 14:35:00,157.09,157.47,156.94,157.37,6107.798
2025-11-05 14:36:00,157.38,157.49,157.01,157.25,3399.017
2025-11-05 14:37:00,157.24,157.54,157.14,157.46,2914.619
2025-11-05 14:38:00,157.46,157.65,157.42,157.65,2795.994
2025-11-05 14:39:00,157.66,158.13,157.66,158.11,4780.792
2025-11-05 14:40:00,158.1,158.76,158.03,158.72,6998.749
2025-11-05 14:41:00,158.71,159.07,158.53,158.66,6944.489
2025-11-05 14:42:00,158.65,158.8,158.49,158.8,4987.467
2025-11-05 14:43:00,158.8,158.96,158.46,158.57,4441.747
2025-11-05 14:44:00,158.56,158.69,158.18,158.32,4419.123
2025-11-05 14:45:00,158.33,158.82,158.3,158.58,6594.078
2025-11-05 14:46:00,158.58,158.63,158.24,158.45,4181.722
2025-11-05 14:47:00,158.45,158.8,158.26,158.76,3433.325
2025-11-05 14:48:00,158.75,158.85,158.32,158.49,10952.68
2025-11-05 14:49:00,158.5,158.84,158.49,158.73,5472.402
2025-11-05 14:50:00,158.73,159.18,158.65,159.1,3012.39
2025-11-05 14:51:00,159.1,159.23,158.97,159.08,3937.424
2025-11-05 14:52:00,159.08,159.27,158.92,159.2,5602.125
2025-11-05 14:53:00,159.19,159.53,159.18,159.48,5876.324
2025-11-05 14:54:00,159.49,159.51,159.06,159.08,3972.474
2025-11-05 14:55:00,159.08,159.15,158.96,159.08,3035.138
2025-11-05 14:56:00,159.08,159.17,158.98,159.14,3200.766
2025-11-05 14:57:00,159.14,159.25,158.78,158.78,2801.769
2025-11-05 14:58:00,158.79,158.85,158.53,158.58,1870.266
2025-11-05 14:59:00,158.59,158.83,158.58,158.74,2775.56
2025-11-05 15:00:00,158.75,158.79,158.16,158.4,14154.799
2025-11-05 15:01:00,158.39,158.45,158.13,158.27,5007.413
2025-11-05 15:02:00,158.27,158.41,158.14,158.27,3603.98
2025-11-05 15:03:00,158.27,158.28,157.91,158.19,4168.841
2025-11-05 15:04:00,158.18,158.37,157.99,158.22,9898.904
2025-11-05 15:05:00,158.21,158.7,158.1,158.56,2915.095
2025-11-05 15:06:00,158.56,158.87,158.47,158.86,2004.783
2025-11-05 15:07:00,158.86,158.92,158.6,158.61,4684.354
2025-11-05 15:08:00,158.61,158.83,158.51,158.82,2215.319
2025-11-05 15:09:00,158.83,159.08,158.71,158.97,3092.294
2025-11-05 15:10:00,158.97,158.97,158.63,158.67,4171.944
2025-11-05 15:11:00,158.68,158.68,158.31,158.51,3490.321
2025-11-05 15:12:00,158.5,158.61,158.37,158.56,2104.944
2025-11-05 15:13:00,158.55,158.62,158.4,158.51,2293.706
